texto,rotulo_masculino,rotulo_feminino
word461 word425 word177 word271 word312 word182 word159 word189 word186 word471 word444 word309 word470 word246 word317 word464 word384 word42 word285 word468 word476 word411 word300 word477 word389 word436 word369 word362 word486 word437 word436 word294,positiva,positiva
word415 word427 word101 word165 word463 word29 word114 word107 word410 word364 word130 word84 word271 word244 word388 word214 word306 word166 word279 word59 word90 word371 word331 word412 word194 word123 word136 word413 word139 word229 word274 word439 word50 word398,negativa,negativa
word375 word421 word316 word166 word140 word203 word496 word244 word113 word468 word201 word385 word314 word259 word255 word447 word405 word23 word393 word246 word339 word493 word311 word366 word372 word403 word318 word87 word219 word475 word423 word356 word460 word27 word430 word290 word289 word348 word223 word352 word178 word148 word424 word227 word351 word186 word415 word294 word470 word429 word41 word393 word500 word393 word191 word79 word205 word384 word278 word272 word32 word450 word474 word142 word251 word294 word98 word136 word484 word277 word312 word302 word43 word120 word220 word46,neutra,neutra
word179 word63 word352 word231 word241 word52 word96 word388 word222 word485 word407 word231 word237 word143 word171 word29 word36 word13 word160 word327 word187 word243 word86 word284 word66 word170 word45 word62 word441 word134 word284 word28 word108 word44 word340 word286 word446 word331 word128 word348 word473 word231 word190 word225 word385 word377 word283 word446 word121 word116 word461 word233 word259 word359 word198 word456 word411 word137 word318 word165 word225 word307 word234 word172 word152 word463 word315 word374 word160 word96 word472 word233 word180 word113 word318 word497 word442 word52 word268 word295 word386 word387 word113 word101 word113 word440 word81 word187 word113 word2 word130 word220 word54 word343 word485 word224,negativa,negativa
word175 word290 word484 word357 word145 word232 word360 word438 word204 word213 word40 word275 word323 word82 word181 word499 word320 word83 word303 word262 word272 word200 word240 word402 word180 word432 word171 word295 word177 word369 word396 word237 word138 word327 word366 word311 word129 word49 word164 word277 word293 word116 word24 word311 word25 word391 word127 word234 word209 word93 word94 word327 word225 word455 word378 word280 word11 word329 word12 word35 word447 word452 word228 word220 word441 word141 word23 word83 word490 word229 word423 word344 word80 word353 word396 word290 word455 word331 word159 word477 word128,negativa,negativa
word415 word134 word267 word333 word268 word450 word53 word99 word247 word36 word401 word28 word220 word406 word102 word263 word271 word224 word139 word280 word451 word286 word454 word250 word322 word317 word78 word297 word338 word307,neutra,neutra
word403 word363 word111 word121 word16 word227 word11 word203 word202 word98 word116 word453 word471 word439 word281 word349 word232 word461 word111 word352 word418 word12 word472 word488 word21 word127 word285 word435 word121 word124 word407 word33 word392 word170 word77 word453 word297 word330 word63 word270 word216 word190 word75 word174 word67 word93 word53 word496 word436 word94 word113 word229,positiva,positiva
word395 word300 word14 word237 word285 word330 word50 word496 word261 word456 word110 word197 word378 word252 word88 word488 word313 word26 word262 word144 word60 word356 word268 word75 word3 word63 word236 word448 word446 word229 word390 word275 word18 word80 word215 word171 word485 word329 word255 word387 word126 word255 word72 word38,neutra,neutra
word433 word273 word64 word298 word350 word413 word403 word494 word11 word98 word434 word71 word364 word58 word290 word251 word276 word50 word358 word216 word394 word416 word52 word271 word485 word84 word387 word293 word126 word296 word72,negativa,negativa
word320 word464 word394 word31 word223 word292 word266 word282 word276 word381 word44 word62 word201 word335 word9 word71 word90 word24 word140 word316 word340 word376 word78 word214 word16 word29 word416 word467 word375 word291 word43 word352 word375,neutra,neutra
word352 word70 word183 word250 word228 word102 word75 word417 word446 word216 word407 word399 word411 word203 word192 word249 word499 word242 word465 word179 word437 word462 word219 word82 word92 word435 word175 word239 word260 word391 word365 word163 word48 word329 word328 word116 word429 word337 word337 word369 word225 word352 word328 word147 word63 word294 word323 word443 word325 word13 word431 word494 word189 word287 word208 word114 word480 word22 word349 word214 word171 word323 word54 word394 word298 word320 word126 word277 word464 word204 word194,negativa,negativa
word465 word104 word92 word186 word460 word283 word181 word170 word187 word175 word222 word233 word162 word421 word134 word391 word480 word224 word153 word33 word55 word442 word7 word244 word313 word126 word12 word16 word208 word43 word373 word484 word461 word135 word228 word111 word307 word457 word160 word331 word264 word225 word471 word217 word456 word45 word214 word59 word132 word104 word195 word413 word489 word157 word98 word226 word412 word205 word79 word124 word471 word428 word218 word4 word90 word104,negativa,negativa
word156 word376 word202 word468 word409 word341 word462 word342 word117 word154 word364 word331 word119 word199 word401 word466 word263 word184 word448 word148 word166 word75 word236 word314 word272 word179 word283 word51 word75 word144 word343 word188 word123 word332 word251 word296 word323 word130 word252 word358 word432 word180 word408 word349 word495 word110 word482,neutra,neutra
word386 word16 word137 word329 word166 word459 word310 word440 word470 word481 word100 word109 word343 word173 word237 word162 word393 word216 word264 word263 word292 word274 word3 word28 word326 word492 word428 word149 word28 word488 word310 word438 word65 word356 word21 word252 word235 word227 word13 word313 word49 word118 word54 word138 word53 word44 word303 word53 word74 word46,negativa,negativa
word45 word476 word233 word480 word154 word395 word180 word409 word31 word85 word45 word371 word323 word332 word243 word40 word430 word182 word297 word473 word376 word81 word38 word356 word420 word467 word428 word57 word322 word465 word30 word495 word266 word227 word317 word447 word500 word292 word54 word97 word449 word466 word4 word439 word310 word367 word91 word89 word320 word375 word92 word150 word234 word409 word337 word59 word185 word438 word44 word180 word76 word144 word101 word381 word272 word465 word55 word189 word351 word335 word77 word296 word219 word277 word66 word136 word234 word199 word266 word441 word388 word43 word361 word228 word227 word63 word171 word451 word250 word338 word250 word307 word238 word56 word171 word408 word480 word34 word315,neutra,neutra
word298 word81 word411 word3 word60 word221 word450 word349 word49 word228 word290 word293 word298 word193 word444 word474 word257 word443 word388 word103 word398 word366 word146 word290 word257 word309 word278 word464 word189 word406 word178 word16 word412 word476 word375 word86 word248 word454 word217 word42,neutra,neutra
word391 word297 word468 word10 word446 word410 word324 word230 word24 word78 word425 word193 word401 word109 word280 word411 word263 word329 word363 word355 word378 word268 word341 word259 word335 word85 word10 word289 word302 word59 word308 word262 word386 word285 word119 word168 word353 word189 word452 word251 word324 word413 word229 word190 word316 word124 word84 word297 word215 word237 word466 word113 word217 word321 word246 word448 word335 word319 word482 word432 word404 word374 word37 word64 word219 word342 word499 word389 word34 word39 word67 word209 word318 word344 word152 word387 word365 word199 word89 word248 word323 word79 word477 word434 word285 word330 word32 word87 word39 word393 word101 word244,neutra,neutra
word479 word372 word265 word264 word110 word403 word307 word200 word226 word185 word452 word31 word102 word259 word99 word339 word299 word285 word266 word140 word302 word286 word350 word466 word216 word32 word457 word303 word88 word63 word410 word387 word279 word459 word74 word306 word420 word124 word269 word382 word285 word422 word461 word121 word346 word212 word389 word148 word78 word365 word14 word136 word304 word397 word280 word79 word243 word193 word470 word418 word242 word51 word232 word259 word384 word375 word218 word206 word314 word489 word381 word456 word369 word311 word375,neutra,neutra
word201 word239 word407 word427 word68 word171 word410 word297 word70 word287 word17 word137 word219 word311 word6 word198 word448 word132 word500 word363 word451 word344 word184 word18 word416 word496 word213 word48 word29 word416 word153 word332 word238 word319 word265 word199 word14 word276 word468 word10 word139,neutra,positiva
word201 word454 word34 word314 word111 word421 word352 word316 word396 word237 word32 word209 word132 word106 word33 word43 word368 word107 word265 word226 word487 word179 word222 word370 word125 word276 word167 word151 word41 word300 word381 word35 word407 word314 word304 word231 word215 word314 word101 word57 word215 word423 word156 word64 word62 word339 word369 word368 word62 word94 word469 word472 word341 word26 word435 word121 word50 word371 word252 word36 word410 word289 word379 word100 word324 word329 word136 word194 word221 word279 word326 word55 word427 word484 word110 word149 word406 word265 word162 word187 word410 word129 word484 word108 word389 word425 word447 word406 word68 word432 word66 word144 word464 word53,neutra,neutra
